map,t1_avg_elo,t1_elo_std,t1_min_elo,t1_max_elo,t1_avg_kd,t1_avg_hs_pct,t1_avg_win_rate,t1_avg_matches,t1_avg_level,t2_avg_elo,t2_elo_std,t2_min_elo,t2_max_elo,t2_avg_kd,t2_avg_hs_pct,t2_avg_win_rate,t2_avg_matches,t2_avg_level,elo_diff,kd_diff,wr_diff,team1_win,score_diff,elo_ratio,kd_ratio,experience_ratio,elo_total,elo_spread_diff,hs_diff,level_diff,t1_consistency,t2_consistency
de_dust2,1135.4620905878135,364.97,756.4620905878135,1727.4620905878135,0.988,39.8,49.0,438.8,5.4,1156.8620905878136,390.8,750.4620905878135,1589.4620905878135,0.964,41.0,50.0,226.8,5.0,-21.40000000000009,0.024,-1.0,1,2.0,0.9815016844495903,1.024896265560166,1.9347442680776015,2292.324181175627,-25.829999999999984,-1.2000000000000028,0.40000000000000036,0.002732464409651064,0.002552322613578356
de_inferno,1147.0978004269018,423.51,679.6978004269017,1589.6978004269017,1.134,42.2,52.4,149.6,4.8,1151.2978004269016,388.48,755.6978004269017,1572.6978004269017,0.892,41.0,50.6,249.6,5.4,-4.199999999999818,0.242,1.8,0,-2.0,0.996351942999941,1.271300448430493,0.5993589743589743,2298.3956008538034,35.02999999999997,1.2000000000000028,-0.6000000000000005,0.0023556571105509882,0.002567525932011913
de_mirage,1308.9829970644762,131.36,1126.1829970644762,1448.1829970644762,1.038,48.2,49.8,1165.0,6.2,1421.3829970644763,171.44,1281.1829970644762,1700.1829970644762,1.02,44.6,50.0,3616.0,6.8,-112.40000000000009,0.018,-0.2,0,-4.0,0.9209220876905555,1.0176470588235293,0.322179203539823,2730.3659941289525,-40.079999999999984,3.6000000000000014,-0.5999999999999996,0.007555152614082804,0.005799118533982834
de_overpass,1534.281825622903,181.42,1250.281825622903,1757.281825622903,1.094,46.6,51.4,588.2,7.8,1502.481825622903,663.62,1012.2818256229029,2649.281825622903,1.026,49.4,51.4,552.8,6.2,31.799999999999955,0.068,0.0,1,6.0,1.0211649814711177,1.0662768031189085,1.0640376266280753,3036.7636512458057,-482.20000000000005,-2.799999999999997,1.5999999999999996,0.00548185505975222,0.001504619180885318
de_dust2,1460.4416993905704,147.01,1204.8416993905705,1566.8416993905705,1.0,45.2,50.6,1178.8,6.8,1462.6416993905705,173.32,1177.8416993905705,1637.8416993905705,1.062,44.4,49.8,1049.0,7.4,-2.2000000000000455,-0.062,0.8,0,-4.0,0.9984958722283682,0.9416195856873822,1.1237368922783604,2923.083398781141,-26.310000000000002,0.8000000000000043,-0.6000000000000005,0.0067563002499831095,0.005736576411197797
de_dust2,1499.427308864789,131.61,1362.827308864789,1712.827308864789,1.02,43.4,49.4,1648.0,7.4,1501.827308864789,70.69,1395.827308864789,1579.827308864789,1.034,45.6,50.6,990.2,7.2,-2.400000000000091,-0.014,-1.2,1,2.0,0.9984019467579037,0.9864603481624759,1.6643102403554837,3001.254617729578,60.920000000000016,-2.200000000000003,0.20000000000000018,0.007540909433677701,0.013948946854512485
de_dust2,1507.715128440785,112.13,1368.1151284407852,1649.1151284407852,1.018,45.8,52.0,593.0,7.6,1506.1151284407852,232.39,1236.1151284407852,1841.1151284407852,1.098,48.0,50.4,598.4,7.2,1.599999999999909,-0.08,1.6,1,7.0,1.001062335786811,0.9271402550091075,0.990975935828877,3013.83025688157,-120.25999999999999,-2.200000000000003,0.39999999999999947,0.008839388314328648,0.004284673722096063
de_ancient,1531.9525427553567,52.08,1463.3525427553568,1582.3525427553568,1.026,45.0,49.8,1352.2,7.6,1540.9525427553567,148.85,1379.3525427553568,1699.3525427553568,1.044,42.0,48.8,2725.2,7.4,-9.0,-0.018,1.0,1,2.0,0.9941594567319333,0.9827586206896551,0.4961837663290768,3072.9050855107134,-96.77,3.0,0.1999999999999993,0.018839487565938208,0.0066733400066733405
de_dust2,1601.178796417791,142.85,1480.978796417791,1784.978796417791,0.986,44.0,49.8,1564.0,7.6,1615.3787964177911,150.82,1383.978796417791,1798.978796417791,1.122,42.8,50.8,876.2,8.0,-14.200000000000045,-0.136,-1.0,0,-3.0,0.9912094921442021,0.8787878787878787,1.7849805980369777,3216.557592835582,-7.969999999999999,1.2000000000000028,-0.40000000000000036,0.006951685783802572,0.006586747464102227
de_ancient,1899.1280825189297,223.0,1527.7280825189296,2077.7280825189296,1.1,47.6,52.8,985.6,9.2,1846.9280825189296,354.45,1442.7280825189296,2213.7280825189296,1.03,45.2,50.4,1743.4,8.6,52.200000000000045,0.07,2.4,1,8.0,1.028263147057035,1.0679611650485437,0.5653321096707583,3746.0561650378595,-131.45,2.3999999999999986,0.5999999999999996,0.004464285714285714,0.0028133352088901393
de_dust2,1524.630487099047,70.57,1470.830487099047,1605.830487099047,0.984,44.2,50.0,1675.0,7.4,1427.2304870990472,145.82,1272.830487099047,1598.830487099047,1.054,41.6,49.4,2655.6,6.8,97.39999999999986,-0.07,0.6,1,7.0,1.0682440579012382,0.9335863377609107,0.6307425817141136,2951.8609741980945,-75.25,2.6000000000000014,0.6000000000000005,0.013972334777141262,0.006811061163329247
de_dust2,1836.9081269279754,71.59,1733.1081269279755,1900.1081269279755,1.102,49.0,51.8,891.6,9.0,1849.3081269279755,382.07,1241.1081269279755,2264.1081269279757,1.116,44.4,51.0,1482.2,8.6,-12.400000000000091,-0.014,0.8,1,2.0,0.9932947896462238,0.9874551971326164,0.6015382539468358,3686.216253855951,-310.48,4.600000000000001,0.40000000000000036,0.013776002204160353,0.00261048894457932
de_anubis,1852.8247286541502,258.77,1431.2247286541503,2130.2247286541506,1.072,50.4,51.0,1525.6,8.8,1821.8247286541502,416.52,1413.2247286541503,2317.2247286541506,1.164,40.4,56.4,419.2,8.6,31.0,-0.092,-5.4,0,-2.0,1.0170159069159748,0.920962199312715,3.6393129770992365,3674.6494573083005,-157.75,10.0,0.20000000000000107,0.0038495592254686843,0.002395094845755892
de_overpass,1405.1563564867242,315.94,1119.3563564867243,1944.3563564867243,1.072,51.6,53.4,698.0,6.6,1499.7563564867244,475.37,799.3563564867243,1861.3563564867243,1.158,53.6,61.6,441.0,7.2,-94.60000000000014,-0.086,-8.2,0,-3.0,0.9369230878130054,0.9257340241796201,1.582766439909297,2904.912712973449,-159.43,-2.0,-0.6000000000000005,0.003155171325802991,0.0020992085983584188
de_dust2,1794.6362702986676,148.61,1583.0362702986677,1978.0362702986677,1.208,46.8,52.2,496.6,9.0,1808.0362702986677,249.8,1612.0362702986677,2181.0362702986677,1.136,48.8,52.4,366.0,8.6,-13.400000000000091,0.072,-0.2,1,2.0,0.9925886442544726,1.063380281690141,1.3568306010928963,3602.6725405973352,-101.19,-2.0,0.40000000000000036,0.006684045184145444,0.003987240829346092
de_anubis,2087.652569694222,109.51,1902.6525696942222,2189.652569694222,1.118,49.4,51.6,1406.2,9.8,2064.652569694222,322.39,1680.6525696942222,2432.652569694222,1.162,44.6,53.0,1238.6,9.4,23.0,-0.044,-1.4,1,3.0,1.0111398887820657,0.9621342512908779,1.135314064266107,4152.305139388444,-212.88,4.799999999999997,0.40000000000000036,0.009048954845715319,0.003092241565911129
de_mirage,2022.7194453981142,101.64,1884.5194453981142,2157.519445398114,1.054,44.0,49.8,2991.8,9.6,2043.3194453981143,152.42,1888.5194453981142,2256.519445398114,1.094,49.6,50.2,2364.2,9.6,-20.600000000000136,-0.04,-0.4,0,-2.0,0.9899183654095817,0.9634369287020109,1.2654597749767365,4066.0388907962288,-50.77999999999999,-5.600000000000001,0.0,0.009742790335151987,0.006518055012384305
de_anubis,1990.6764277908203,107.76,1884.4764277908203,2157.4764277908203,1.028,39.4,49.8,3186.2,9.4,2011.8764277908203,113.05,1891.4764277908203,2143.4764277908203,1.152,45.6,51.8,973.6,9.6,-21.200000000000045,-0.124,-2.0,0,-9.0,0.9894625734925087,0.8923611111111112,3.2725965488907147,4002.552855581641,-5.289999999999992,-6.200000000000003,-0.1999999999999993,0.009194556822361161,0.008768084173608066
de_mirage,2463.006442062246,111.95,2319.8064420622463,2589.8064420622463,1.086,49.4,51.4,1786.0,10.0,2479.6064420622465,408.56,2035.8064420622463,2955.8064420622463,1.086,50.4,52.0,2555.8,10.0,-16.600000000000364,0.0,-0.6,0,-11.0,0.9933053892269313,1.0,0.6988027232177791,4942.612884124493,-296.61,-1.0,0.0,0.008853474988933156,0.00244164469186444
de_nuke,2424.7018981254932,375.81,2065.5018981254934,3000.5018981254934,1.006,44.0,51.2,3027.8,10.0,2487.9018981254935,383.08,2032.5018981254934,2924.5018981254934,1.104,49.0,52.4,2541.8,10.0,-63.20000000000027,-0.098,-1.2,0,-2.0,0.9745970691016321,0.911231884057971,1.1912030844283579,4912.603796250987,-7.269999999999982,-5.0,0.0,0.0026538573817043074,0.0026036242449489692
de_anubis,2424.7018981254932,375.81,2065.5018981254934,3000.5018981254934,1.006,44.0,51.2,3027.8,10.0,2487.9018981254935,383.08,2032.5018981254934,2924.5018981254934,1.104,49.0,52.4,2541.8,10.0,-63.20000000000027,-0.098,-1.2,0,-4.0,0.9745970691016321,0.911231884057971,1.1912030844283579,4912.603796250987,-7.269999999999982,-5.0,0.0,0.0026538573817043074,0.0026036242449489692
de_ancient,2633.1470297946903,346.25,2019.5470297946904,2844.5470297946904,1.112,46.2,51.8,3968.6,10.0,2667.3470297946906,164.34,2496.5470297946904,2932.5470297946904,1.062,53.2,52.2,2662.8,10.0,-34.20000000000027,0.05,-0.4,1,4.0,0.9871782712867951,1.0470809792843692,1.4903860597866905,5300.49405958938,181.91,-7.0,0.0,0.0028797696184305254,0.00604814322003145
de_dust2,2720.2668241079487,284.08,2283.6668241079487,3010.6668241079487,1.124,46.8,51.6,3547.0,10.0,2766.8668241079486,93.27,2604.6668241079487,2834.6668241079487,1.15,52.0,51.4,3305.4,10.0,-46.59999999999991,-0.026,0.2,1,7.0,0.9831578449696349,0.9773913043478263,1.07309251527803,5487.133648215897,190.81,-5.200000000000003,0.0,0.0035077872877788694,0.010607828577490189
de_mirage,2747.5165885253896,314.43,2306.3165885253898,3090.3165885253898,1.18,45.6,53.4,2856.0,10.0,2743.11658852539,45.71,2671.3165885253898,2788.3165885253898,1.152,52.2,51.4,3380.2,10.0,4.399999999999636,0.028,2.0,0,-2.0,1.0016040149435883,1.0243055555555556,0.8449204189101237,5490.6331770507795,268.72,-6.600000000000001,0.0,0.003170275496940684,0.021408691928923144
de_mirage,2754.4032245653166,204.07,2579.6032245653164,3095.6032245653164,1.196,49.8,51.8,3611.8,10.0,2830.6032245653164,60.55,2774.6032245653164,2931.6032245653164,1.162,52.0,51.4,3451.0,10.0,-76.19999999999982,0.034,0.4,1,7.0,0.97307994305288,1.0292598967297764,1.046595189800058,5585.006449130633,143.51999999999998,-2.200000000000003,0.0,0.00487638367386746,0.016246953696181968
de_ancient,2812.065011103522,97.2,2707.065011103522,2936.065011103522,1.178,52.4,53.0,2267.4,10.0,2825.065011103522,152.7,2640.065011103522,3011.065011103522,1.166,48.6,53.0,2830.6,10.0,-13.0,0.012,0.0,0,-4.0,0.9953983359855773,1.0102915951972555,0.8010315834098778,5637.130022207044,-55.499999999999986,3.799999999999997,0.0,0.010183299389002037,0.0065061808718282375
de_ancient,2048.947310143908,369.29,1719.347310143908,2481.347310143908,1.112,43.0,50.8,1573.6,9.0,2002.147310143908,92.72,1861.347310143908,2080.347310143908,1.206,50.0,53.4,1302.2,9.6,46.799999999999955,-0.094,-2.6,0,-2.0,1.0233749034163906,0.922056384742952,1.2084165258792812,4051.094620287816,276.57000000000005,-7.0,-0.5999999999999996,0.002700586027167895,0.010670081092616303
de_dust2,2124.821689163635,346.02,1669.0216891636346,2466.0216891636346,1.158,47.8,52.6,1047.2,9.4,2082.6216891636345,281.45,1668.0216891636346,2370.0216891636346,1.166,44.6,51.6,958.6,9.4,42.20000000000027,-0.008,1.0,1,11.0,1.020262921595207,0.9931389365351629,1.0924264552472356,4207.443378327269,64.57,3.1999999999999957,0.0,0.0028816782894357674,0.0035404496371039124
de_mirage,2453.936887455586,242.12,2247.936887455586,2767.936887455586,1.214,48.4,53.2,1561.8,10.0,2354.936887455586,158.76,2133.936887455586,2514.936887455586,1.332,45.2,57.4,776.6,10.0,99.0,-0.118,-4.2,0,-5.0,1.0420393431889232,0.9114114114114114,2.01107391192377,4808.873774911172,83.36000000000001,3.1999999999999957,0.0,0.004113195129976966,0.006259389083625439
de_anubis,2442.6590315528556,313.97,2062.2590315528555,2932.2590315528555,1.17,46.0,51.0,2338.4,10.0,2439.0590315528557,165.82,2244.2590315528555,2649.2590315528555,1.164,51.4,52.4,1509.0,10.0,3.599999999999909,0.006,-1.4,1,10.0,1.001475979036763,1.0051546391752577,1.549635520212061,4881.718063105711,148.15000000000003,-5.399999999999999,0.0,0.0031749055465599895,0.005994485073732167
de_mirage,801.2624722640008,270.38,365.26247226400085,1089.2624722640007,0.966,35.6,43.0,30.4,2.8,755.6624722640008,234.97,404.26247226400085,1033.2624722640007,0.988,40.4,45.4,148.0,2.8,45.60000000000002,-0.022,-2.4,0,-8.0,1.0603444019965425,0.9777327935222672,0.2054054054054054,1556.9249445280016,35.41,-4.799999999999997,0.0,0.00368486992409168,0.00423782684239522
de_nuke,1555.86492741391,595.76,1143.86492741391,2597.8649274139098,1.068,52.8,53.0,933.6,6.8,1599.66492741391,992.19,696.86492741391,3302.8649274139098,0.996,45.2,49.8,2405.6,6.4,-43.799999999999955,0.072,3.2,0,-2.0,0.9726192659166386,1.072289156626506,0.3880944462919854,3155.5298548278197,-396.43000000000006,7.599999999999994,0.39999999999999947,0.001675715530531537,0.0010068566940867306
de_mirage,1646.47689493978,873.1,743.4768949397801,2954.4768949397803,0.97,44.4,50.4,1546.0,6.8,1739.27689493978,899.85,1090.47689493978,3299.4768949397803,1.018,52.0,51.0,2637.4,7.2,-92.79999999999995,-0.048,-0.6,0,-4.0,0.94664449331214,0.9528487229862475,0.5861833624023659,3385.75378987956,-26.75,-7.600000000000001,-0.40000000000000036,0.0011440338634023566,0.0011100627185435977
de_dust2,2029.106102858447,835.49,1119.706102858447,3328.7061028584467,1.008,50.4,51.8,3108.8,8.4,1501.906102858447,821.7,161.7061028584469,2242.7061028584467,1.042,51.6,49.6,1113.2,7.0,527.2,-0.034,2.2,1,3.0,1.351020612404881,0.9673704414587332,2.7926697808120733,3531.0122057168937,13.789999999999964,-1.2000000000000028,1.4000000000000004,0.0011954715537543783,0.0012155099064057372
de_inferno,1460.7788663700198,579.6,729.5788663700198,2171.5788663700196,0.994,49.0,51.2,808.4,6.6,1859.3788663700198,861.58,1076.5788663700198,3285.5788663700196,1.022,45.6,51.4,2768.0,8.0,-398.5999999999999,-0.028,-0.2,0,-7.0,0.7856273365211639,0.9726027397260274,0.2920520231213873,3320.1577327400396,-281.98,3.3999999999999986,-1.4000000000000004,0.001722356183258698,0.00115931275939623
de_anubis,1276.4668974209842,460.09,843.6668974209842,2030.6668974209842,0.988,47.0,50.0,946.8,6.0,1253.2668974209842,402.3,751.6668974209842,1829.6668974209842,0.994,39.4,48.8,1076.8,5.4,23.200000000000045,-0.006,1.2,1,9.0,1.0185116195502664,0.993963782696177,0.8792719167904903,2529.733794841968,57.789999999999964,7.600000000000001,0.5999999999999996,0.0021687739920622875,0.002479543763947434
de_ancient,2728.524197236342,114.62,2641.7241972363418,2920.7241972363418,1.106,48.2,51.2,3440.0,10.0,2704.524197236342,170.71,2427.7241972363418,2886.7241972363418,1.124,47.8,51.0,3617.0,10.0,24.0,-0.018,0.2,1,4.0,1.0088740193282517,0.9839857651245552,0.9510644180259884,5433.048394472684,-56.09,0.4000000000000057,0.0,0.00864902266043937,0.005823772639916137
de_mirage,2797.5612583194093,154.5,2625.161258319409,2950.161258319409,1.096,47.0,51.0,2884.8,10.0,2823.161258319409,99.24,2705.161258319409,2908.161258319409,1.092,50.6,50.8,3746.0,10.0,-25.59999999999991,0.004,0.2,1,4.0,0.9909321509975526,1.0036630036630036,0.7701014415376402,5620.722516638818,55.260000000000005,-3.6000000000000014,0.0,0.006430868167202572,0.009976057462090982
de_ancient,2793.815861987753,93.33,2676.215861987753,2888.215861987753,1.17,46.2,50.8,3912.8,10.0,2790.815861987753,67.47,2735.215861987753,2890.215861987753,1.108,44.8,50.4,4928.0,10.0,3.0,0.062,0.4,1,7.0,1.0010749544750914,1.055956678700361,0.7939935064935065,5584.631723975506,25.86,1.4000000000000057,0.0,0.01060108131029365,0.014604936468526362
de_mirage,3059.334988896478,84.46,2943.934988896478,3147.934988896478,1.138,47.6,50.8,3898.8,10.0,3046.334988896478,202.5,2850.934988896478,3288.934988896478,1.146,50.8,51.2,4614.2,10.0,13.0,-0.008,-0.4,1,3.0,1.0042674230008792,0.9930191972076788,0.8449568722638812,6105.669977792956,-118.04,-3.1999999999999957,0.0,0.011701380762930027,0.004914004914004914
de_mirage,2807.738161466971,229.05,2485.338161466971,3059.338161466971,1.128,48.8,50.8,3419.2,10.0,2816.938161466971,121.64,2692.338161466971,2954.338161466971,1.162,44.8,50.0,5071.4,10.0,-9.199999999999818,-0.034,0.8,0,-10.0,0.9967340426119937,0.9707401032702238,0.6742122490830934,5624.676322933942,107.41000000000001,4.0,0.0,0.0043468811128015645,0.008153946510110893
de_ancient,3379.074931949572,432.46,3125.274931949572,4135.274931949572,1.166,50.4,54.2,8390.0,10.0,3460.074931949572,288.8,3060.274931949572,3681.274931949572,1.146,51.8,51.8,6741.8,10.0,-81.0,0.02,2.4,0,-6.0,0.9765901023552803,1.0174520069808028,1.2444747693494318,6839.149863899144,143.65999999999997,-1.3999999999999986,0.0,0.0023070179485996404,0.003450655624568668
de_mirage,3420.350479364878,197.01,3189.1504793648783,3691.1504793648783,1.214,49.4,52.6,3794.6,10.0,3404.350479364878,238.63,3048.1504793648783,3698.1504793648783,1.164,53.0,52.4,4321.4,10.0,16.0,0.05,0.2,1,4.0,1.0046998686230992,1.0429553264604812,0.8780950617855325,6824.700958729756,-41.620000000000005,-3.6000000000000014,0.0,0.0050502499873743755,0.004173100196135709
de_inferno,2186.281224047943,267.66,1755.681224047943,2427.681224047943,1.19,51.2,50.4,3286.0,9.8,2162.881224047943,313.71,1682.681224047943,2462.681224047943,1.008,45.4,50.8,2799.4,9.6,23.40000000000009,0.182,-0.4,1,10.0,1.0108189019997158,1.1805555555555556,1.1738229620632992,4349.162448095885,-46.049999999999955,5.800000000000004,0.20000000000000107,0.0037221767289510902,0.003177528518318452
de_mirage,2574.6614806295556,254.39,2296.2614806295555,2971.2614806295555,1.118,47.2,52.0,4584.8,10.0,2598.8614806295554,427.45,2053.2614806295555,3031.2614806295555,1.16,45.4,52.4,2853.6,10.0,-24.199999999999818,-0.042,-0.4,1,2.0,0.9906882301421708,0.9637931034482761,1.606672273619288,5173.522961259111,-173.06,1.8000000000000043,0.0,0.003915580093190807,0.002333994631812347
de_dust2,2550.542303145816,253.3,2115.342303145816,2740.342303145816,1.1,53.0,50.6,3428.8,10.0,2601.742303145816,375.95,2276.342303145816,3046.342303145816,1.086,49.2,51.6,5175.4,10.0,-51.20000000000027,0.014,-1.0,0,-7.0,0.9803208796128297,1.0128913443830572,0.662518839123546,5152.284606291632,-122.64999999999998,3.799999999999997,0.0,0.003932363350373574,0.002652871733651678
de_ancient,2607.3943742593665,290.52,2340.1943742593667,2972.1943742593667,1.092,47.8,52.8,5848.0,10.0,2618.5943742593668,225.42,2352.1943742593667,2834.1943742593667,1.108,43.2,50.8,5456.8,10.0,-11.200000000000273,-0.016,2.0,1,5.0,0.9957228961804487,0.9855595667870036,1.0716903679812344,5225.988748518734,65.1,4.599999999999994,0.0,0.0034302963776070253,0.004416570974295557
de_dust2,2652.4104114161873,214.97,2478.0104114161873,3025.0104114161873,1.094,50.6,52.0,4865.0,10.0,2624.4104114161873,293.81,2179.0104114161873,2932.0104114161873,1.12,49.0,53.2,3848.2,10.0,28.0,-0.026,-1.2,0,-8.0,1.0106690629934252,0.9767857142857143,1.2642274310067045,5276.820822832375,-78.84,1.6000000000000014,0.0,0.004630272723063388,0.003392015196228079
de_mirage,1373.3887071340105,397.15,882.9887071340104,1877.9887071340104,1.168,45.4,52.8,229.6,6.2,1443.9887071340104,211.47,1114.9887071340104,1675.9887071340104,1.22,41.8,56.0,215.0,7.0,-70.59999999999991,-0.052,-3.2,0,-5.0,0.9511076508762143,0.9573770491803278,1.067906976744186,2817.377414268021,185.67999999999998,3.6000000000000014,-0.7999999999999998,0.002511616225040814,0.004706546806607992
de_mirage,1357.542303145816,401.48,834.342303145816,1829.342303145816,1.166,45.8,52.6,238.4,6.4,1408.742303145816,66.67,1325.342303145816,1504.342303145816,1.184,39.0,51.6,485.6,6.8,-51.200000000000045,-0.018,1.0,1,3.0,0.9636555245869546,0.9847972972972973,0.49093904448105435,2766.2846062916324,334.81,6.799999999999997,-0.39999999999999947,0.002484595507851322,0.014777597162701344
de_dust2,1330.9658241268141,194.67,1135.765824126814,1593.765824126814,0.992,47.8,51.0,961.0,6.2,1376.1658241268142,397.08,884.7658241268141,1879.765824126814,1.146,47.4,52.0,245.4,6.2,-45.200000000000045,-0.154,-1.0,1,2.0,0.9671551209835634,0.8656195462478186,3.9160554197229014,2707.1316482536286,-202.41,0.3999999999999986,0.0,0.005110645474523432,0.002512057877813505
de_ancient,1376.4066766047854,397.08,885.0066766047853,1880.0066766047853,1.146,47.4,52.0,245.4,6.2,1418.2066766047853,334.78,1022.0066766047853,1799.0066766047853,0.952,47.4,52.0,431.0,6.6,-41.799999999999955,0.194,0.0,0,-4.0,0.9705261576542074,1.203781512605042,0.5693735498839907,2794.613353209571,62.30000000000001,0.0,-0.39999999999999947,0.002512057877813505,0.00297814044910358
de_ancient,1518.9227500188365,108.0,1399.3227500188366,1670.3227500188366,1.038,44.8,49.8,2169.6,7.4,1500.5227500188366,128.27,1296.3227500188366,1648.3227500188366,1.096,47.0,50.6,864.2,7.0,18.399999999999864,-0.058,-0.8,1,5.0,1.0122623932224746,0.9470802919708029,2.5105299699143715,3019.445500037673,-20.27000000000001,-2.200000000000003,0.40000000000000036,0.009174311926605505,0.007735746886361878
de_dust2,1417.475367364565,400.08,815.6753673645651,1917.675367364565,1.034,44.2,50.2,840.2,6.8,1449.8753673645651,266.08,1105.675367364565,1775.675367364565,1.092,46.4,53.8,387.8,7.0,-32.40000000000009,-0.058,-3.6,1,8.0,0.9776532516316258,0.9468864468864469,2.1665807117070655,2867.35073472913,134.0,-2.1999999999999957,-0.20000000000000018,0.0024932681759250027,0.0037441964954320803
de_mirage,1566.2719555854576,148.27,1354.0719555854575,1772.0719555854575,1.13,47.2,50.6,766.6,8.0,1565.2719555854576,125.17,1400.0719555854575,1731.0719555854575,1.026,44.8,50.6,1366.4,7.6,1.0,0.104,0.0,1,6.0,1.0006388666176709,1.1013645224171538,0.5610362997658079,3131.543911170915,23.10000000000001,2.4000000000000057,0.40000000000000036,0.006699269779594024,0.00792581437742728
de_mirage,1751.225482166749,118.51,1639.6254821667492,1878.6254821667492,1.094,45.8,51.0,1648.2,8.4,1626.225482166749,54.65,1546.6254821667492,1684.6254821667492,1.13,47.6,51.6,547.0,8.0,125.0,-0.036,-0.6,0,-7.0,1.0768651096485418,0.9681415929203542,3.013162705667276,3377.450964333498,63.86000000000001,-1.8000000000000043,0.40000000000000036,0.008367500627562547,0.017969451931716084
de_mirage,1703.2614806295553,96.0,1565.2614806295553,1805.2614806295553,1.084,50.4,52.2,632.0,8.2,1727.4614806295554,176.03,1521.2614806295553,1932.2614806295553,1.106,47.6,52.2,352.0,8.6,-24.200000000000045,-0.022,0.0,0,-6.0,0.9859910045628453,0.9801084990958409,1.7954545454545454,3430.722961259111,-80.03,2.799999999999997,-0.40000000000000036,0.010309278350515464,0.0056487600971586735
de_mirage,1678.4239109787693,79.19,1554.6239109787693,1750.6239109787693,1.05,47.6,50.4,1650.8,8.4,1655.8239109787694,129.03,1450.6239109787693,1783.6239109787693,1.152,45.6,52.0,332.2,8.0,22.59999999999991,-0.102,-1.6,1,10.0,1.0136487943253827,0.9114583333333335,4.969295605057194,3334.2478219575387,-49.84,2.0,0.40000000000000036,0.012470382840753212,0.007690532953933707
de_nuke,1559.4369162187415,453.21,1059.8369162187416,2120.836916218742,1.126,49.8,51.6,521.2,7.4,1617.8369162187416,284.84,1249.8369162187416,2039.8369162187416,1.052,47.0,53.0,506.4,7.8,-58.40000000000009,0.074,-1.4,1,5.0,0.9639024184610063,1.0703422053231937,1.029225908372828,3177.273832437483,168.37,2.799999999999997,-0.39999999999999947,0.002201624799101737,0.0034984606773019876
de_mirage,1627.3474303057778,56.99,1569.3474303057778,1705.3474303057778,1.134,48.8,52.4,591.4,8.0,1650.3474303057778,96.91,1531.3474303057778,1798.3474303057778,1.076,48.2,50.0,736.8,8.0,-23.0,0.058,2.4,1,4.0,0.9860635405747634,1.053903345724907,0.8026601520086862,3277.6948606115557,-39.919999999999995,0.5999999999999943,0.0,0.01724435247456458,0.01021346134204882
de_dust2,1510.5389046028586,173.01,1318.9389046028587,1676.9389046028587,1.044,47.0,52.6,361.2,7.2,1483.5389046028586,126.13,1296.9389046028587,1576.9389046028587,1.132,50.0,52.4,255.8,7.4,27.0,-0.088,0.2,0,-4.0,1.0181997249389478,0.92226148409894,1.412040656763096,2994.077809205717,46.879999999999995,-3.0,-0.20000000000000018,0.005746796161140165,0.007865963973885
de_overpass,2395.073421077299,44.96,2354.2734210772987,2464.2734210772987,1.12,47.2,51.4,2434.4,10.0,2391.2734210772987,58.78,2309.2734210772987,2461.2734210772987,1.14,48.0,50.8,2681.0,10.0,3.800000000000182,-0.02,0.6,1,6.0,1.001589111461076,0.9824561403508774,0.9080193957478553,4786.346842154598,-13.82,-0.7999999999999972,0.0,0.02175805047867711,0.01672800267648043
de_overpass,2298.1247529996363,116.58,2139.1247529996363,2413.1247529996363,1.106,43.4,51.0,4658.2,10.0,2268.5247529996363,51.85,2204.1247529996363,2347.1247529996363,1.076,42.6,50.2,5340.0,10.0,29.59999999999991,0.03,0.8,1,3.0,1.0130481274056455,1.0278810408921932,0.8723220973782772,4566.649505999272,64.72999999999999,0.7999999999999972,0.0,0.008504847763225038,0.01892147587511826
de_mirage,2671.4907601534615,200.84,2462.2907601534616,2865.2907601534616,1.102,48.0,51.2,4146.4,10.0,2625.4907601534615,193.85,2332.2907601534616,2861.2907601534616,1.146,50.2,51.2,2424.6,10.0,46.0,-0.044,0.0,0,-7.0,1.0175205339505027,0.961605584642234,1.7101377546811845,5296.981520306923,6.990000000000009,-2.200000000000003,0.0,0.004954419342053111,0.005132152938157557
de_nuke,2267.973068191991,137.65,2096.1730681919908,2472.1730681919908,1.122,50.4,50.2,2720.4,10.0,2180.3730681919906,180.46,1945.1730681919908,2417.1730681919908,1.128,44.4,52.0,1586.2,9.8,87.60000000000036,-0.006,-1.8,0,-2.0,1.040176610726824,0.99468085106383,1.715042239314084,4448.3461363839815,-42.81,6.0,0.1999999999999993,0.00721240533717995,0.005510856387082552
de_mirage,1612.938161466971,211.06,1305.338161466971,1781.338161466971,1.074,46.6,50.4,590.0,8.0,1622.138161466971,122.76,1474.338161466971,1756.338161466971,1.034,47.4,49.8,818.0,7.6,-9.200000000000045,0.04,0.6,1,3.0,0.994328473234561,1.0386847195357833,0.7212713936430318,3235.076322933942,88.3,-0.7999999999999972,0.40000000000000036,0.004715646515137225,0.008080155138978667
de_anubis,1551.5083987140722,166.51,1309.3083987140722,1734.3083987140722,1.13,45.0,49.6,658.4,7.2,1533.3083987140722,109.2,1390.3083987140722,1650.3083987140722,1.08,42.4,49.8,833.8,7.6,18.200000000000045,0.05,-0.2,0,-6.0,1.0118697582399363,1.046296296296296,0.789637802830415,3084.816797428144,57.30999999999999,2.6000000000000014,-0.39999999999999947,0.005969792848188168,0.009074410163339383
